MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
7.1,18.5,0,1.481604541,2.397895273,57,2.302585093,3.135494216,4.510859507,3.433987204,6.923727048,6.919980249,1.945910149,1.945910149,2.282382386,2.954910279,0,0,0
4.2,18.9,0,2.00148,2.468099531,50,1.945910149,3.465735903,4.110873864,3.555348061,6.919881459,6.918002595,1.386294361,1.098612289,2.501435952,2.949688335,0,0,0
9.6,18.8,0,2.00148,2.397895273,57,2.995732274,3.295836866,4.007333185,3.761200116,6.921362282,6.921658184,1.098612289,1.791759469,2.646174797,2.862200881,0,0,0
3.5,21.8,0,1.945910149,2.424802726,22,2.079441542,2.48490665,4.290459441,3.555348061,6.932350326,6.929712446,0,0.693147181,2.272125886,3.100092289,0,0,0
5.3,23.3,0,1.526056303,1.887069649,68.5,1.098612289,3.63758616,4.510859507,3.295836866,6.926577033,6.919189657,0.693147181,2.197224577,2.351375257,3.157000421,0,0.405465108,1
7,14.3,0.405465108,2.360854001,2.370243741,63,3.198673118,3.526360525,4.234106505,3.713572067,6.918991911,6.921362282,0.693147181,1.386294361,2.312535424,2.687847494,1,0,0
0.4,18.9,0,1.757857918,2.360854001,22,1.945910149,2.079441542,4.356708827,3.526360525,6.929712446,6.927655941,0,0.693147181,1.824549292,2.923161581,0,0,0
3.2,21.4,0,1.435084525,2.451005098,26,2.079441542,2.079441542,4.343805422,3.33220451,6.933617939,6.930787978,0,0.693147181,2.219203484,3.068052935,0,0,0
5.9,21.8,0,1.335001067,2.332143895,35,2.079441542,2.48490665,4.262679877,3.583518938,6.936342736,6.932545448,0.693147181,1.791759469,2.63188884,3.08190997,0,0,0
8.1,20.5,0,1.568615918,2.174751721,31,2.48490665,2.48490665,4.204692619,3.891820298,6.936148353,6.932447892,0.693147181,1.791759469,2.766319109,3.020424886,0,0,0
6.9,18.9,0,1.648658626,1.62924054,39,2.772588722,2.302585093,4.234106505,3.828641396,6.93653708,6.933812813,1.791759469,1.609437912,2.694627181,2.93385687,0,0,0
5.6,19.5,0,1.335001067,2.054123734,17,2.302585093,1.945910149,4.248495242,3.912023005,6.934105054,6.930299243,1.945910149,1.609437912,2.727852828,2.975529566,0,0,0
7.2,22.9,0,1.16315081,2.351375257,26,1.609437912,1.945910149,4.418840608,3.36729583,6.931569457,6.927753965,0.693147181,0.693147181,2.708050201,3.144152279,0,0,0
7.1,23.4,0,1.481604541,2.415913778,39,1.098612289,2.079441542,4.290459441,3.401197382,6.929516771,6.92549696,0,0.693147181,2.617395833,3.152736022,0,0,0
6.1,24.1,0,1.722766598,1.960094784,35,1.945910149,2.48490665,4.33073334,3.496507561,6.927753965,6.92441572,2.079441542,1.386294361,2.525728644,3.206803244,0,0.405465108,1
7.1,19.8,0.405465108,1.435084525,2.163323026,39,2.63905733,2.772588722,4.574710979,4.043051268,6.926969498,6.922446828,1.791759469,1.098612289,2.459588842,3.000719815,1,0.405465108,1
5.6,18,0.405465108,1.568615918,2.332143895,31,2.302585093,3.044522438,4.262679877,3.713572067,6.929321057,6.928145969,0.693147181,0.693147181,2.595254707,2.939161922,1,0,0
5.4,20.7,0,1.435084525,2.468099531,28,2.079441542,2.302585093,4.204692619,3.610917913,6.93556498,6.932350326,0.693147181,1.098612289,2.587764035,3.063390922,0,0,0
6.3,19.3,0,1.481604541,2.451005098,31,2.302585093,2.63905733,4.189654742,3.688879454,6.936245549,6.932838059,0.693147181,0.693147181,2.610069793,2.985681938,0,0,0
5.3,21,0,1.722766598,1.987874348,26,2.079441542,2.079441542,4.356708827,3.80666249,6.93556498,6.931764731,2.079441542,1.098612289,2.564949357,3.063390922,0,0,0
7.9,19.7,0,1.435084525,2.2300144,48,2.890371758,2.48490665,4.077537444,3.784189634,6.935662232,6.932545448,1.386294361,1.945910149,2.708050201,3.000719815,0,0,0
8.4,16.1,0,1.386294361,1.774952351,35,2.63905733,3.135494216,4.248495242,3.951243719,6.9377994,6.935759475,1.945910149,2.079441542,2.681021529,2.785011242,0,0,0
8.1,18.7,0,1.686398954,2.091864062,33,2.48490665,3.433987204,4.204692619,4.189654742,6.93653708,6.932642994,1.609437912,2.079441542,2.674148649,2.809402695,0,0,0
2.4,20.6,0,1.335001067,2.406945108,30,2.302585093,2.079441542,4.356708827,3.555348061,6.933228075,6.929516771,0.693147181,1.098612289,2.451005098,3.034952987,0,0,0
5.6,18.9,0,1.568615918,2.197224577,33,2.63905733,3.135494216,4.382026635,3.912023005,6.934202449,6.931959968,2.079441542,1.945910149,2.602689685,2.928523524,0,0,0
7.5,19,0,1.609437912,2.054123734,26,0,2.079441542,4.317488114,3.784189634,6.933910236,6.93069025,1.945910149,1.791759469,2.610069793,2.949688335,0,0,0
2.5,21.2,0,1.098612289,2.186051277,28,2.079441542,2.302585093,4.418840608,4.025351691,6.932155166,6.928341913,1.609437912,1.609437912,2.32238772,2.923161581,0,0,0
5,20.9,0,1.098612289,2.292534757,22,0,2.079441542,4.442651256,3.761200116,6.92843987,6.922939414,2.079441542,1.945910149,2.406945108,3.072693315,0,0.182321557,0
3.8,21.7,0.182321557,1.335001067,2.014903021,44,1.098612289,3.044522438,4.605170186,3.555348061,6.920572783,6.915425785,2.079441542,2.079441542,2.186051277,3.054001182,0,0,0
7.9,18.7,0,1.916922612,1.916922612,59,3.198673118,3.465735903,4.234106505,3.951243719,6.911946484,6.908542469,1.945910149,1.945910149,2.734367509,2.867898902,0,0.405465108,1
4.3,11.3,0.405465108,1.686398954,1.887069649,57,3.198673118,3.135494216,4.33073334,4.110873864,6.915028763,6.916814123,1.386294361,1.945910149,2.091864062,2.282382386,1,0.182321557,0
-2.1,13.8,0.182321557,1.029619417,2.351375257,22,0,2.302585093,4.248495242,3.713572067,6.929125305,6.928145969,0,0.693147181,1.987874348,2.653241965,0,0,0
-1.8,14.8,0,0.875468737,2.079441542,28,1.098612289,2.995732274,4.394449155,3.713572067,6.932642994,6.929027414,0.693147181,2.079441542,1.840549633,2.701361213,0,0,0
3.8,13.8,0,1.335001067,0.587786665,31,1.945910149,3.295836866,4.219507705,4.007333185,6.929125305,6.92706759,2.079441542,2.079441542,2.442347035,2.595254707,0,0,0
2.1,17.3,0,0.955511445,2.32238772,43,1.945910149,3.36729583,4.406719247,3.663561646,6.928537818,6.925889849,0.693147181,1.098612289,2.272125886,2.827313622,0,0,0
0.5,17.1,0,1.609437912,2.341805806,31,1.945910149,2.63905733,4.317488114,3.761200116,6.929321057,6.925988047,0.693147181,0.693147181,2.128231706,2.844909384,0,0,0
-0.9,16.7,0,1.223775432,2.332143895,30,1.098612289,2.772588722,4.343805422,3.761200116,6.931178794,6.92706759,1.791759469,1.098612289,1.974081026,2.797281335,0,0,0
0.4,19,0,1.481604541,2.2300144,39,1.098612289,2.995732274,4.343805422,3.737669618,6.928341913,6.92441572,1.945910149,1.791759469,2.163323026,2.970414466,0,0,0
7.5,16.8,0,1.335001067,1.386294361,41,2.079441542,3.295836866,4.262679877,3.988984047,6.926577033,6.922446828,2.079441542,2.079441542,2.602689685,2.797281335,0,0,0
8.3,17.6,0,1.481604541,2.341805806,43,2.890371758,3.433987204,4.304065093,3.784189634,6.92441572,6.922151159,0.693147181,0.693147181,2.595254707,2.862200881,0,0,0
-0.2,18.1,0,1.686398954,2.341805806,24,0,2.302585093,4.394449155,3.80666249,6.929908084,6.927459862,0.693147181,0.693147181,2.041220329,2.884800713,0,0,0
0.1,21,0,1.16315081,2.32238772,17,1.098612289,2.302585093,4.369447852,3.610917913,6.931667099,6.928831605,0,0.693147181,2.151762203,3.077312261,0,0,0
1.5,20.9,0,1.223775432,2.332143895,20,1.098612289,2.302585093,4.394449155,3.737669618,6.931667099,6.928537818,0.693147181,0.693147181,2.240709689,3.086486637,0,0,0
8.3,17.4,0,1.098612289,0.955511445,20,1.945910149,2.48490665,4.394449155,3.970291914,6.932838059,6.930005888,2.079441542,2.079441542,2.674148649,2.901421594,0,0,0
9.4,19.2,0,1.16315081,2.163323026,24,1.609437912,2.772588722,4.304065093,3.871201011,6.932642994,6.928831605,2.079441542,0.693147181,2.57261223,2.985681938,0,0,0
1.3,19,0,1.16315081,2.341805806,30,2.079441542,2.772588722,4.477336814,3.555348061,6.933130585,6.929908084,0.693147181,1.098612289,2.186051277,2.975529566,0,0,0
2.2,18.6,0,1.098612289,2.32238772,31,2.079441542,3.044522438,4.442651256,3.80666249,6.932838059,6.929516771,0.693147181,1.386294361,2.251291799,2.93385687,0,0,0
-0.4,17.9,0,1.223775432,2.272125886,33,1.098612289,3.044522438,4.394449155,3.713572067,6.931959968,6.927263745,0.693147181,1.098612289,2.054123734,2.928523524,0,0.405465108,1
4.5,16,0.405465108,1.386294361,1.667706821,35,2.302585093,2.772588722,4.48863637,4.248495242,6.926282584,6.922348281,2.079441542,2.079441542,2.397895273,2.785011242,1,0.405465108,0
7.9,12.3,0.405465108,1.029619417,0.993251773,52,3.198673118,3.218875825,4.234106505,4.369447852,6.915028763,6.914631583,2.079441542,2.079441542,2.509599262,2.116255515,0,0.405465108,0
4.3,14.1,0.405465108,0.955511445,2.282382386,41,2.63905733,3.295836866,4.276666119,3.988984047,6.917111374,6.9170123,1.945910149,1.945910149,2.186051277,2.660259537,0,0,0
-2.7,18.1,0,1.16315081,2.332143895,52,0,3.218875825,4.454347296,3.610917913,6.926380743,6.922939414,0.693147181,0.693147181,1.504077397,2.87356464,0,0,0
0.3,17,0,1.16315081,1.887069649,31,1.945910149,3.218875825,4.605170186,3.970291914,6.930397009,6.927165673,2.197224577,0.693147181,1.568615918,2.844909384,0,0,0
3.8,17.4,0,1.280933845,2.116255515,24,1.098612289,2.079441542,4.406719247,3.871201011,6.932935578,6.931374145,1.945910149,1.098612289,2.197224577,2.867898902,0,0,0
2.4,14.7,0,1.280933845,2.32238772,20,2.079441542,1.945910149,4.317488114,3.784189634,6.938672382,6.93439721,0.693147181,0.693147181,1.931521412,2.694627181,0,0,0
1.2,14.8,0,1.223775432,2.041220329,17,2.48490665,1.945910149,4.406719247,3.912023005,6.936828526,6.933228075,2.079441542,0.693147181,1.840549633,2.740840024,0,0,0
1.2,14.5,0,0.78845736,2.292534757,17,1.945910149,1.945910149,4.317488114,3.784189634,6.935078575,6.931959968,0,0.693147181,2.014903021,2.701361213,0,0,0
-0.3,17.5,0,0.955511445,2.240709689,39,1.945910149,2.772588722,4.406719247,3.891820298,6.933910236,6.930299243,0.693147181,1.791759469,1.974081026,2.901421594,0,0.405465108,1
4.7,18.5,0.405465108,1.098612289,1.808288771,22,1.945910149,1.945910149,4.605170186,3.931825633,6.934981265,6.931569457,2.079441542,1.609437912,2.079441542,2.939161922,1,0.405465108,1
4.9,18.1,0.405465108,0.78845736,2.251291799,22,0,2.63905733,4.543294782,4.025351691,6.934105054,6.930787978,0.693147181,0.693147181,2.292534757,2.928523524,1,0,0
1.4,16.8,0,0.955511445,2.219203484,20,0,1.945910149,4.521788577,3.931825633,6.93556498,6.933130585,0.693147181,1.609437912,1.974081026,2.850706502,0,0.182321557,0
2.2,17.5,0.182321557,0.78845736,2.251291799,20,2.079441542,2.079441542,4.532599493,3.828641396,6.94031927,6.937896436,1.098612289,0.693147181,1.871802177,2.90690106,0,0,0
-0.1,18,0,1.098612289,2.261763098,20,1.098612289,2.772588722,4.430816799,3.850147602,6.94138346,6.937022777,0.693147181,0.693147181,1.887069649,2.912350665,0,0,0
-0.9,18.5,0,1.16315081,2.292534757,22,0,2.079441542,4.442651256,3.663561646,6.938478452,6.935759475,1.098612289,1.386294361,1.740466175,2.954910279,0,0,0
0.6,14,0,1.16315081,1.30833282,17,0,2.079441542,4.605170186,4.219507705,6.940512843,6.937216989,2.079441542,2.079441542,1.722766598,2.701361213,0,0,0
4.6,15.7,0,0.693147181,0.470003629,15,1.945910149,1.945910149,4.454347296,4.219507705,6.938575421,6.935467718,2.079441542,2.079441542,2.388762789,2.803360381,0,0.405465108,0
9.8,14.4,0.405465108,0.470003629,0,20,2.302585093,2.48490665,4.605170186,4.465908119,6.936828526,6.93556498,2.197224577,2.197224577,2.57261223,2.681021529,0,0.405465108,1
10.6,15.1,0.405465108,0.182321557,1.280933845,41,2.302585093,3.044522438,4.369447852,4.189654742,6.93653708,6.934105054,2.197224577,2.079441542,2.525728644,2.660259537,1,0,0
7.8,15.1,0,1.16315081,1.30833282,31,1.945910149,3.044522438,4.442651256,4.189654742,6.934299834,6.931862354,1.945910149,2.079441542,2.424802726,2.76000994,0,0,0
4.4,16.7,0,0.955511445,2.302585093,22,2.48490665,1.609437912,4.317488114,3.761200116,6.933617939,6.930592513,0.693147181,0.693147181,2.360854001,2.844909384,0,0,0
-0.2,15.5,0,0.875468737,2.302585093,28,1.609437912,2.48490665,4.465908119,3.761200116,6.935953933,6.935370446,0.693147181,0.693147181,1.774952351,2.740840024,0,0,0
4.3,14.5,0,1.098612289,1.386294361,30,1.945910149,2.63905733,4.343805422,4.262679877,6.942446519,6.939932011,2.079441542,2.079441542,2.186051277,2.63905733,0,0,0
7.4,16.3,0,0.78845736,1.386294361,30,1.945910149,2.995732274,4.33073334,4.189654742,6.939641468,6.936245549,2.079441542,2.079441542,2.57261223,2.740840024,0,0.405465108,1
8.6,13.7,0.405465108,1.16315081,0,31,1.098612289,0,4.584967479,4.501197596,6.936148353,6.932740532,2.197224577,2.197224577,2.424802726,2.533696814,1,0.405465108,1
10.2,15,0.405465108,0.182321557,0.405465108,46,3.135494216,2.890371758,4.510859507,4.189654742,6.931374145,6.930592513,2.079441542,2.079441542,2.63188884,2.687847494,1,0.182321557,0
7.3,16.4,0.182321557,0.78845736,2.251291799,43,2.772588722,3.218875825,4.465908119,3.891820298,6.932155166,6.928243945,0.693147181,0.693147181,2.501435952,2.753660712,0,0.405465108,0
8.7,13,0.405465108,1.435084525,2.091864062,54,2.995732274,3.36729583,4.418840608,4.077537444,6.922348281,6.922742409,1.609437912,1.098612289,2.282382386,2.493205453,0,0,0
1,11.8,0,1.16315081,2.104134154,48,2.079441542,3.218875825,4.304065093,3.912023005,6.934105054,6.93400765,1.609437912,0.693147181,2.014903021,2.48490665,0,0,0
2.1,14.7,0,1.280933845,2.219203484,43,3.198673118,3.295836866,4.290459441,4.060443011,6.937314081,6.93468928,0.693147181,1.098612289,2.302585093,2.694627181,0,0,0
6.4,16.9,0,1.280933845,1.931521412,26,2.890371758,2.302585093,4.369447852,3.951243719,6.936148353,6.933228075,2.079441542,1.098612289,2.351375257,2.833213344,0,0,0
5.4,15.5,0,0.955511445,1.916922612,20,2.079441542,2.079441542,4.394449155,4.077537444,6.936925656,6.933910236,2.079441542,0.693147181,2.341805806,2.766319109,0,0,0
0.4,15.5,0,0.693147181,1.740466175,13,1.945910149,2.302585093,4.584967479,4.262679877,6.935078575,6.931959968,1.791759469,2.079441542,1.609437912,2.772588722,0,0,0
4,15.9,0,0.470003629,1.098612289,17,1.945910149,2.079441542,4.564348191,4.158883083,6.930983405,6.928243945,2.197224577,2.079441542,2.240709689,2.76000994,0,0.405465108,1
8.4,11.7,0.405465108,0.470003629,0,26,1.945910149,2.079441542,4.521788577,4.465908119,6.929712446,6.927753965,2.197224577,2.079441542,2.370243741,2.509599262,1,0.405465108,0
0.4,13.9,0.405465108,0.587786665,2.163323026,41,1.945910149,2.995732274,4.605170186,4.094344562,6.931471806,6.929516771,1.386294361,1.945910149,1.648658626,2.57261223,0,0,0
4.2,14,0,0.875468737,2.151762203,33,2.302585093,2.302585093,4.317488114,3.80666249,6.934786618,6.934105054,1.791759469,1.609437912,2.282382386,2.602689685,0,0,0
0.9,12.9,0,1.098612289,2.054123734,24,2.079441542,2.772588722,4.532599493,3.988984047,6.933520487,6.930592513,2.079441542,2.079441542,1.871802177,2.587764035,0,0,0
0.8,13,0,0.875468737,1.62924054,41,1.098612289,3.36729583,4.564348191,4.248495242,6.93653708,6.932642994,2.197224577,1.945910149,1.667706821,2.541601993,0,0,0
4.3,12.6,0,1.098612289,2.302585093,46,0,3.36729583,4.33073334,4.007333185,6.93468928,6.930397009,1.386294361,0.693147181,2.174751721,2.509599262,0,0,0
6.3,11.8,0,1.280933845,2.014903021,63,3.044522438,3.36729583,4.406719247,3.891820298,6.927263745,6.928929514,1.945910149,0.693147181,2.079441542,2.525728644,0,0,0
3.5,14.3,0,1.481604541,2.292534757,35,2.079441542,3.218875825,4.276666119,3.951243719,6.936148353,6.933423026,0.693147181,0.693147181,2.041220329,2.617395833,0,0,0
-1.5,14.8,0,1.16315081,2.197224577,15,1.945910149,2.302585093,4.510859507,3.737669618,6.937411164,6.93439721,1.609437912,1.386294361,1.131402111,2.740840024,0,0,0
1.2,16,0,0.875468737,1.960094784,31,1.945910149,3.135494216,4.442651256,3.663561646,6.933033086,6.929418919,2.079441542,1.945910149,2.014903021,2.747270914,0,0,0
0.5,15.4,0,1.223775432,2.00148,68.5,3.135494216,3.36729583,3.988984047,4.234106505,6.925791641,6.918893023,0.693147181,2.079441542,2.370243741,2.63188884,0,0.405465108,1
5.3,11.7,0.405465108,1.526056303,1.887069649,68.5,3.198673118,3.526360525,4.304065093,4.043051268,6.920770216,6.92096761,1.386294361,0.693147181,2.066862759,2.493205453,1,0.182321557,0
6.6,13.1,0.182321557,1.335001067,2.219203484,61,3.198673118,3.433987204,4.143134726,3.988984047,6.922151159,6.922643891,1.791759469,0.693147181,2.451005098,2.587764035,0,0,0
-1.6,11.5,0,1.335001067,2.292534757,31,2.079441542,3.044522438,4.418840608,3.988984047,6.932740532,6.930397009,0.693147181,0.693147181,1.386294361,2.493205453,0,0,0
-3.1,12,0,1.029619417,1.589235205,35,1.609437912,2.63905733,4.394449155,3.970291914,6.938769333,6.938284484,0.693147181,1.945910149,1.931521412,2.415913778,0,0,0
-0.1,14.2,0,0.875468737,2.079441542,13,1.609437912,1.098612289,4.406719247,4.025351691,6.941093339,6.937216989,0.693147181,1.098612289,1.740466175,2.610069793,0,0,0
-0.6,14,0,0.78845736,2.091864062,41,1.098612289,3.135494216,4.465908119,4.094344562,6.938284484,6.93468928,1.791759469,1.791759469,1.547562509,2.681021529,0,0.405465108,0
3,11.1,0.405465108,0.875468737,0.182321557,35,0,2.63905733,4.605170186,4.501197596,6.932838059,6.929614613,2.079441542,2.197224577,1.987874348,2.261763098,0,0.405465108,1
2.9,9.5,0.405465108,0.875468737,2.014903021,35,0,2.772588722,4.543294782,4.290459441,6.930103683,6.928145969,1.945910149,1.945910149,1.871802177,2.128231706,1,0,0
-1.3,8.8,0,0.587786665,1.335001067,39,2.302585093,2.772588722,4.564348191,4.234106505,6.928537818,6.925398714,2.079441542,1.945910149,1.029619417,2.197224577,0,0,0
1.8,8.7,0,1.029619417,0.78845736,65,3.198673118,3.583518938,4.430816799,4.454347296,6.92323485,6.919189657,2.079441542,2.079441542,1.945910149,2.066862759,0,0.405465108,1
2.9,8.4,0.405465108,0.875468737,2.163323026,59,3.044522438,3.465735903,4.343805422,4.204692619,6.925300458,6.926773285,2.079441542,1.386294361,1.871802177,2.091864062,1,0.182321557,0
-2.6,11.1,0.182321557,0.875468737,2.014903021,20,1.098612289,2.079441542,4.477336814,4.007333185,6.935467718,6.931178794,0.693147181,2.079441542,0.587786665,2.388762789,0,0,0
0.5,11,0,0.693147181,0.641853886,31,0,2.772588722,4.532599493,4.248495242,6.932838059,6.930397009,2.079441542,2.079441542,1.335001067,2.459588842,0,0,0
2.7,16.5,0,0.470003629,2.292534757,41,2.079441542,3.135494216,4.543294782,3.951243719,6.930299243,6.927557906,1.791759469,0.693147181,2.041220329,2.827313622,0,0,0
-1.7,13.6,0,1.029619417,1.824549292,28,2.079441542,2.890371758,4.430816799,3.850147602,6.931471806,6.928635757,0.693147181,2.079441542,1.589235205,2.660259537,0,0.182321557,0
-0.9,12.8,0.182321557,1.098612289,1.064710737,17,1.945910149,2.302585093,4.605170186,4.143134726,6.932545448,6.929321057,2.079441542,2.079441542,1.30833282,2.57261223,0,0,0
-1.8,11.5,0,0.470003629,1.740466175,41,0,3.218875825,4.605170186,4.025351691,6.928243945,6.922545364,2.079441542,1.386294361,0.832909123,2.48490665,0,0,0
1.3,10.6,0,0.587786665,1.887069649,46,3.198673118,3.526360525,4.33073334,4.304065093,6.919486202,6.918101571,1.386294361,1.791759469,2.163323026,2.219203484,0,0.405465108,1
2.4,11.6,0.405465108,1.16315081,2.208274414,35,2.772588722,3.135494216,4.276666119,3.891820298,6.925300458,6.923530198,0.693147181,1.386294361,1.945910149,2.459588842,1,0.182321557,0
-1.1,11,0.182321557,1.029619417,0,41,0,1.945910149,4.532599493,4.477336814,6.923037903,6.91770561,2.079441542,2.197224577,1.223775432,2.272125886,0,0.405465108,1
2.3,11.6,0.405465108,1.029619417,2.140066163,54,3.198673118,3.465735903,4.369447852,4.043051268,6.915624237,6.918991911,2.079441542,1.386294361,2.151762203,2.501435952,1,0,0
-2.2,11.6,0,0.875468737,2.32238772,39,1.098612289,3.36729583,4.234106505,3.526360525,6.934105054,6.934202449,0.693147181,0.693147181,1.481604541,2.48490665,0,0,0
-3.5,11.2,0,0.955511445,2.163323026,26,1.945910149,2.48490665,4.343805422,3.891820298,6.941673497,6.939350841,0.693147181,1.791759469,1.526056303,2.406945108,0,0,0
-1,12.2,0,0.955511445,2.240709689,30,2.079441542,2.63905733,4.418840608,3.951243719,6.940416061,6.935759475,1.386294361,1.791759469,1.547562509,2.468099531,0,0,0
-2.1,12.9,0,0.78845736,2.208274414,31,2.079441542,2.63905733,4.532599493,3.258096538,6.934105054,6.929418919,1.098612289,0.693147181,0.875468737,2.587764035,0,0.182321557,0
-2,11.3,0.182321557,1.16315081,1.931521412,33,1.098612289,2.995732274,4.48863637,3.931825633,6.928537818,6.92392386,2.079441542,2.079441542,0.78845736,2.4765384,0,0,0
-2.3,9.7,0,0.875468737,1.064710737,28,1.945910149,2.63905733,4.532599493,4.204692619,6.922446828,6.918695219,2.079441542,2.079441542,0.693147181,2.174751721,0,0.405465108,1
-1.6,10.7,0.405465108,0.587786665,2.312535424,59,3.198673118,3.63758616,4.317488114,4.043051268,6.922742409,6.923530198,1.098612289,1.609437912,1.887069649,2.360854001,1,0,0
0.8,12.2,0,1.029619417,2.261763098,59,2.995732274,3.135494216,4.248495242,3.912023005,6.929418919,6.925398714,1.386294361,0.693147181,2.014903021,2.501435952,0,0,0
-2.8,12.2,0,1.280933845,2.272125886,31,0,2.772588722,4.442651256,3.891820298,6.926871396,6.92323485,0.693147181,0.693147181,1.30833282,2.525728644,0,0,0
-2.8,14.1,0,1.16315081,2.054123734,48,0,3.295836866,4.406719247,3.663561646,6.925889849,6.92155956,0.693147181,2.079441542,1.386294361,2.624668592,0,0.405465108,0
3,9.7,0.405465108,1.280933845,0.530628251,65,2.995732274,3.36729583,4.17438727,4.418840608,6.913836749,6.910052638,2.197224577,2.079441542,2.360854001,2.261763098,0,0.405465108,1
4.4,11.5,0.405465108,1.16315081,2.332143895,57,3.198673118,3.465735903,4.219507705,4.043051268,6.922545364,6.923530198,0.693147181,0.693147181,2.066862759,2.442347035,1,0,0
2.3,12.8,0,1.16315081,2.360854001,35,1.609437912,3.218875825,4.262679877,3.891820298,6.929712446,6.926675164,0.693147181,0.693147181,2.174751721,2.533696814,0,0,0
-2,12.3,0,1.223775432,1.916922612,31,1.609437912,2.995732274,4.406719247,4.110873864,6.929418919,6.926871396,0.693147181,2.079441542,1.280933845,2.312535424,0,0,0
-1.9,10.9,0,1.029619417,1.648658626,50,0,3.295836866,4.369447852,4.290459441,6.929321057,6.927753965,1.386294361,2.197224577,1.871802177,2.104134154,0,0.405465108,1
4.8,14.1,0.405465108,0.955511445,2.2300144,48,3.198673118,3.135494216,4.219507705,3.891820298,6.926773285,6.926184414,1.791759469,0.693147181,2.292534757,2.681021529,1,0,0
-0.6,11.1,0,1.386294361,1.791759469,41,2.079441542,3.295836866,4.49980967,4.369447852,6.926969498,6.924514063,2.079441542,2.079441542,1.568615918,1.902107526,0,0.405465108,1
3.1,12.5,0.405465108,0.875468737,2.104134154,43,1.945910149,3.433987204,4.248495242,4.143134726,6.928341913,6.927655941,1.945910149,1.098612289,2.151762203,2.509599262,1,0,0
-2.9,9.6,0,1.029619417,2.116255515,43,1.945910149,3.218875825,4.343805422,4.262679877,6.930885696,6.927557906,0.693147181,1.945910149,1.887069649,2.208274414,0,0.336472237,0
-3.5,7.6,0.336472237,1.223775432,1.740466175,50,3.198673118,3.218875825,4.532599493,4.234106505,6.923431758,6.921263629,2.197224577,1.945910149,1.458615023,1.808288771,0,0.336472237,0
-0.3,9.3,0.336472237,0.875468737,2.388762789,39,2.302585093,3.433987204,4.290459441,4.110873864,6.925988047,6.925202193,0.693147181,0.693147181,1.740466175,2.2300144,0,0,0
0.1,10.4,0,1.029619417,2.186051277,59,3.135494216,3.218875825,4.248495242,4.158883083,6.92981027,6.928635757,0.693147181,1.945910149,2.079441542,2.261763098,0,0,0
2.3,12.2,0,1.335001067,2.379546134,44,3.044522438,3.433987204,4.077537444,3.737669618,6.932642994,6.930885696,0.693147181,0.693147181,2.014903021,2.433613355,0,0,0
2.1,10.7,0,1.481604541,2.341805806,59,3.198673118,3.688879454,4.094344562,3.828641396,6.93069025,6.926773285,0.693147181,0.693147181,1.974081026,2.351375257,0,0,0
4.6,14.7,0,1.686398954,2.240709689,52,3.198673118,3.526360525,4.007333185,3.951243719,6.923333309,6.921066293,0.693147181,1.386294361,2.32238772,2.564949357,0,0,0
3.7,14.2,0,1.386294361,2.397895273,46,3.198673118,3.36729583,3.970291914,3.33220451,6.921362282,6.920474051,0.693147181,0.693147181,2.272125886,2.674148649,0,0,0
-1.3,11.6,0,1.609437912,2.433613355,30,2.302585093,2.890371758,4.094344562,3.583518938,6.931764731,6.930494766,0,0.693147181,1.704748092,2.468099531,0,0,0
-3.4,12.5,0,1.386294361,2.054123734,48,2.079441542,3.433987204,4.49980967,3.433987204,6.933617939,6.930299243,1.945910149,2.079441542,0.875468737,2.501435952,0,0,0
-5.3,13.1,0,1.16315081,2.186051277,33,1.609437912,3.044522438,4.553876892,3.871201011,6.937896436,6.93400765,1.945910149,1.945910149,0.09531018,2.58021683,0,0,0
0,14,0,1.223775432,1.740466175,39,2.63905733,3.218875825,4.110873864,3.610917913,6.935662232,6.932838059,2.079441542,2.079441542,2.186051277,2.595254707,0,0,0
2.4,14.1,0,1.386294361,1.029619417,46,2.772588722,3.433987204,3.931825633,3.33220451,6.929908084,6.926380743,2.197224577,2.197224577,2.261763098,2.653241965,0,0,0
-0.6,12.2,0,1.280933845,2.079441542,59,2.772588722,3.295836866,4.204692619,3.80666249,6.92706759,6.925398714,2.197224577,1.791759469,2.066862759,2.459588842,0,0,0
2.3,11.6,0,1.85629799,2.351375257,54,3.198673118,2.890371758,3.912023005,3.663561646,6.934299834,6.933910236,0.693147181,0.693147181,2.041220329,2.493205453,0,0,0
-3.7,14.4,0,1.280933845,2.433613355,22,1.098612289,2.48490665,4.17438727,3.36729583,6.939253946,6.936342736,0,0,1.824549292,2.708050201,0,0,0
-0.9,14.2,0,1.280933845,2.174751721,31,2.079441542,2.995732274,4.418840608,3.555348061,6.938478452,6.932838059,2.079441542,1.945910149,1.840549633,2.624668592,0,0,0
-1.5,17.3,0,1.335001067,2.302585093,48,0,3.295836866,4.356708827,3.17805383,6.932350326,6.928831605,1.791759469,2.079441542,1.757857918,2.821378886,0,0,0
-3.3,15.1,0,1.386294361,2.302585093,30,2.302585093,2.63905733,4.060443011,3.17805383,6.936051148,6.933910236,0.693147181,0.693147181,2.186051277,2.734367509,0,0,0
